id,desc,good_id,good_num,start_time,uid
1001280,Repay_Text_20,509093001,2,1772337601,1755525622223
1001281,Repay_Text_20,509093002,2,1772337601,1755525622223
1001282,Repay_Text_20,509093003,2,1772337601,1755525622223
1001283,Repay_Text_20,405231005,6,1772337601,1755525622223
1001284,Repay_Text_20,401300001,2,1772337601,1770313230804
1001285,Repay_Text_20,405231005,3,1772337601,1770313230804
1001286,Repay_Text_20,251,2,1772337601,1770313230804
1001287,Repay_Text_20,203035,18,1772337601,675368413226
1001288,Repay_Text_20,153,280,1772337601,675368413226
1001289,Repay_Text_20,230002,175,1772337601,840790386801
1001290,Repay_Text_20,509093002,1,1772337601,840790386801
1001291,Repay_Text_20,295,3610,1772337601,840790386801
1001292,Repay_Text_20,203035,6,1772337601,840790386801
1001293,Repay_Text_20,297,90000,1772337601,840790386801
1001294,Repay_Text_20,156,230,1772337601,840790386801
1001295,Repay_Text_20,508053001,1,1772337601,1999479581222
1001296,Repay_Text_20,509093001,1,1772337601,1999479581222
1001297,Repay_Text_20,509093002,1,1772337601,1999479581222
1001298,Repay_Text_20,509093003,1,1772337601,1999479581222
1001299,Repay_Text_20,508053004,1,1772337601,1999479581222
1001300,Repay_Text_20,220005,45,1772337601,1999479581222
1001301,Repay_Text_20,401300001,2,1772337601,1999479581222
1001302,Repay_Text_20,405231005,3,1772337601,1999479581222
1001303,Repay_Text_20,509093001,1,1772337601,1513592269174
1001304,Repay_Text_20,509093002,2,1772337601,1513592269174
1001305,Repay_Text_20,509093003,2,1772337601,1513592269174
1001306,Repay_Text_20,404100005,837,1772337601,1513592269174
1001307,Repay_Text_20,220005,18,1772337601,1513592269174
1001308,Repay_Text_20,151,20,1772337601,1513592269174
1001309,Repay_Text_20,509093001,2,1772337601,1406982498638
1001310,Repay_Text_20,509093002,2,1772337601,1406982498638
1001311,Repay_Text_20,509093003,2,1772337601,1406982498638
1001312,Repay_Text_20,151,25,1772337601,1406982498638
1001313,Repay_Text_20,152,20,1772337601,1406982498638
1001314,Repay_Text_20,509093001,1,1772337601,1166406920433
1001315,Repay_Text_20,230002,117,1772337601,1166406920433
1001316,Repay_Text_20,295,3440,1772337601,1166406920433
1001317,Repay_Text_20,203035,3,1772337601,1166406920433
1001318,Repay_Text_20,297,60000,1772337601,1166406920433
1001319,Repay_Text_20,411115002,1,1772337601,1166406920433
1001320,Repay_Text_20,156,48,1772337601,1166406920433
1001321,Repay_Text_20,203038,2,1772337601,1166406920433
1001322,Repay_Text_20,230001,67,1772337601,1361768622396
1001323,Repay_Text_20,509093003,1,1772337601,1361768622396
1001324,Repay_Text_20,404100005,676,1772337601,1361768622396
1001325,Repay_Text_20,203035,6,1772337601,1361768622396
1001326,Repay_Text_20,411115002,2,1772337601,1361768622396
1001327,Repay_Text_20,251,1,1772337601,1361768622396
1001328,Repay_Text_20,203038,4,1772337601,1361768622396
1001329,Repay_Text_20,509093001,1,1772337601,1952366668312
1001330,Repay_Text_20,509093002,1,1772337601,1952366668312
1001331,Repay_Text_20,509093003,1,1772337601,1952366668312
1001332,Repay_Text_20,401300001,4,1772337601,1952366668312
1001333,Repay_Text_20,405231005,6,1772337601,1952366668312
1001334,Repay_Text_20,411115002,1,1772337601,1952366668312
1001335,Repay_Text_20,251,1,1772337601,1952366668312
1001336,Repay_Text_20,509093001,2,1772337601,1191059335420
1001337,Repay_Text_20,230002,115,1772337601,1191059335420
1001338,Repay_Text_20,509093002,2,1772337601,1191059335420
1001339,Repay_Text_20,509093003,2,1772337601,1191059335420
1001340,Repay_Text_20,295,3340,1772337601,1191059335420
1001341,Repay_Text_20,297,60000,1772337601,1191059335420
1001342,Repay_Text_20,156,148,1772337601,1191059335420
1001343,Repay_Text_20,508053001,2,1772337601,1803571440092
1001344,Repay_Text_20,509093001,2,1772337601,1803571440092
1001345,Repay_Text_20,509093002,2,1772337601,1803571440092
1001346,Repay_Text_20,509093003,2,1772337601,1803571440092
1001347,Repay_Text_20,508053004,2,1772337601,1803571440092
1001348,Repay_Text_20,203035,3,1772337601,1803571440092
1001349,Repay_Text_20,401300001,4,1772337601,1803571440092
1001350,Repay_Text_20,405231005,6,1772337601,1803571440092
1001351,Repay_Text_20,411115002,1,1772337601,1803571440092
1001352,Repay_Text_20,203038,2,1772337601,1803571440092
1001353,Repay_Text_20,508053001,1,1772337601,1901554510341
1001354,Repay_Text_20,509093001,1,1772337601,1901554510341
1001355,Repay_Text_20,509093002,1,1772337601,1901554510341
1001356,Repay_Text_20,509093003,1,1772337601,1901554510341
1001357,Repay_Text_20,508053004,1,1772337601,1901554510341
1001358,Repay_Text_20,401300001,2,1772337601,1901554510341
1001359,Repay_Text_20,405231005,3,1772337601,1901554510341
1001360,Repay_Text_20,411115002,1,1772337601,1901554510341
1001361,Repay_Text_20,251,2,1772337601,1901554510341
1001362,Repay_Text_20,508053004,1,1772337601,1778973026775
1001363,Repay_Text_20,220005,139,1772337601,1778973026775
1001364,Repay_Text_20,401300001,8,1772337601,1778973026775
1001365,Repay_Text_20,405231005,12,1772337601,1778973026775
1001366,Repay_Text_20,508053001,3,1772337601,1824741009896
1001367,Repay_Text_20,508053004,4,1772337601,1824741009896
1001368,Repay_Text_20,509093003,1,1772337601,1542207187328
1001369,Repay_Text_20,220005,67,1772337601,1542207187328
1001370,Repay_Text_20,151,19,1772337601,1542207187328
1001371,Repay_Text_20,203035,9,1772337601,1542207187328
1001372,Repay_Text_20,411115002,3,1772337601,1542207187328
1001373,Repay_Text_20,203038,6,1772337601,1542207187328
1001374,Repay_Text_20,508053001,2,1772337601,1764251871698
1001375,Repay_Text_20,508053004,2,1772337601,1764251871698
1001376,Repay_Text_20,220005,86,1772337601,1764251871698
